car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,62,,arrived,,arrived,0.38610324486739955,,,
Car 0,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),0.38610324486739955,,0.0,
Car 1,,,,11,,arrived,,arrived,8.312364750867314,,,
Car 1,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),8.312364750867314,,0.0,
Car 2,,,,37,,arrived,,arrived,22.398715883702522,,,
Car 2,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),22.398715883702522,,0.0,
Car 3,,,,5,,arrived,,arrived,27.780441468901287,,,
Car 3,,5,13,,,start_charge,,starting to charge at Charger 13 (fid=5),27.780441468901287,,0.0,
Car 4,,,,37,,arrived,,arrived,51.99371099918048,,,
Car 4,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),51.99371099918048,,0.0,
Car 5,,,,73,,arrived,,arrived,64.84887883098006,,,
Car 2,45.0,73,5,,,done,,done charging,67.39871588370252,,,89.51947773250689
Car 5,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),67.39871588370252,,2.5498370527224665,
Car 1,79.0,60,6,,,done,,done charging,87.31236475086732,,,159.7583830982139
Car 6,,,,71,,arrived,,arrived,90.1669248031325,,,
Car 6,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),90.1669248031325,,0.0,
Car 7,,,,29,,arrived,,arrived,93.25622809069716,,,
Car 7,,30,10,,,start_charge,,starting to charge at Charger 10 (fid=30),93.25622809069716,,0.0,
Car 8,,,,14,,arrived,,arrived,96.99900256101711,,,
Car 8,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),96.99900256101711,,0.0,
Car 0,104.0,60,6,,,done,,done charging,104.3861032448674,,,108.72370347984227
Car 4,55.0,73,5,,,done,,done charging,106.99371099918048,,,89.51947773250689
Car 9,,,,5,,arrived,,arrived,113.89787820191628,,,
Car 9,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),113.89787820191628,,0.0,
Car 5,50.0,73,5,,,done,,done charging,117.39871588370252,,,62.537028395157705
Car 10,,,,54,,arrived,,arrived,122.4537459290887,,,
Car 10,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 5 (fid=73)",127.4537459290887,5,,
Car 10,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),131.71752494166643,,5.0,
Car 3,104.0,5,13,,,done,,done charging,131.7804414689013,,,33.65698085203282
Car 11,,,,7,,arrived,,arrived,142.74117626372615,,,
Car 11,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),142.74117626372615,,0.0,
Car 12,,,,77,,arrived,,arrived,147.12125522700154,,,
Car 12,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),147.12125522700154,,0.0,
Car 6,66.0,308440,0,,,done,,done charging,156.1669248031325,,,103.02087371671979
Car 13,,,,23,,arrived,,arrived,162.20882353762482,,,
Car 13,,33,12,,,start_charge,,starting to charge at Charger 12 (fid=33),162.20882353762482,,0.0,
Car 14,,,,67,,arrived,,arrived,163.50392211493255,,,
Car 14,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),163.50392211493255,,0.0,
Car 15,,,,5,,arrived,,arrived,186.65685167868088,,,
Car 15,,5,13,,,start_charge,,starting to charge at Charger 13 (fid=5),186.65685167868088,,0.0,
Car 9,75.0,308108,4,,,done,,done charging,188.89787820191628,,,216.4729283879323
Car 16,,,,21,,arrived,,arrived,189.42942969579755,,,
Car 16,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),189.42942969579755,,0.0,
Car 10,61.0,73,5,,,done,,done charging,192.71752494166643,,,192.755012807443
Car 17,,,,31,,arrived,,arrived,194.28073214799196,,,
Car 17,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),194.28073214799196,,0.0,
Car 7,102.0,30,10,,,done,,done charging,195.25622809069716,,,21.000109280887493
Car 8,99.0,308440,0,,,done,,done charging,195.9990025610171,,,132.81305867336218
