car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,2,,arrived,arrived,45.477264176418146,,,
Car 0,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),45.477264176418146,,0.0,
Car 1,,,,15,,arrived,arrived,50.665311091502886,,,
Car 1,,51,12,,,start_charge,starting to charge at Charger 12 (fid=51),50.665311091502886,,0.0,
Car 2,,,,22,,arrived,arrived,75.5350050175778,,,
Car 2,,22,17,,,start_charge,starting to charge at Charger 17 (fid=22),75.5350050175778,,0.0,
Car 3,,,,39,,arrived,arrived,85.2342948498507,,,
Car 3,,3,9,,,start_charge,starting to charge at Charger 9 (fid=3),85.2342948498507,,0.0,
Car 0,67.0,308108,4,,,done,done charging,112.47726417641815,,,133.51194051660465
Car 4,,,,13,,arrived,arrived,144.29604824702486,,,
Car 4,,22,17,,,start_charge,starting to charge at Charger 17 (fid=22),144.29604824702486,,0.0,
Car 1,97.0,51,12,,,done,done charging,147.66531109150287,,,222.1114232837758
Car 5,,,,48,,arrived,arrived,150.67648328211652,,,
Car 5,,28,14,,,start_charge,starting to charge at Charger 14 (fid=28),150.67648328211652,,0.0,
Car 3,90.0,3,9,,,done,done charging,175.2342948498507,,,52.897065614166266
Car 2,110.0,22,17,,,done,done charging,185.53500501757782,,,10.3238123084409
Car 5,46.0,28,14,,,done,done charging,196.67648328211652,,,87.82139744915376
Car 6,,,,37,,arrived,arrived,198.19876356473566,,,
Car 6,,46,5,,,start_charge,starting to charge at Charger 5 (fid=46),198.19876356473566,,0.0,
Car 4,77.0,22,17,,,done,done charging,221.29604824702486,,,69.12834146429454
Car 7,,,,56,,arrived,arrived,227.02791534208637,,,
Car 7,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),227.02791534208637,,0.0,
Car 6,55.0,46,5,,,done,done charging,253.19876356473566,,,189.3360430395819
Car 8,,,,24,,arrived,arrived,268.59581724914136,,,
Car 8,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),268.59581724914136,,0.0,
Car 9,,,,37,,arrived,arrived,275.0029223673019,,,
Car 9,,46,5,,,start_charge,starting to charge at Charger 5 (fid=46),275.0029223673019,,0.0,
Car 7,50.0,308440,0,,,done,done charging,277.0279153420864,,,174.96928122495086
Car 10,,,,67,,arrived,arrived,316.91027066398226,,,
Car 10,,46,5,,,start_charge,starting to charge at Charger 5 (fid=46),316.91027066398226,,0.0,
Car 11,,,,28,,arrived,arrived,330.2812113490434,,,
Car 11,,28,14,,,start_charge,starting to charge at Charger 14 (fid=28),330.2812113490434,,0.0,
Car 8,62.0,308440,0,,,done,done charging,330.59581724914136,,,124.32994701169515
Car 12,,,,72,,arrived,arrived,354.48677311172014,,,
Car 12,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),354.48677311172014,,0.0,
