car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,47,,arrived,arrived,8.061854646744074,,,
Car 0,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),8.061854646744074,,0.0,
Car 1,,,,64,,arrived,arrived,50.84602421623396,,,
Car 1,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),50.84602421623396,,0.0,
Car 2,,,,67,,arrived,arrived,75.30414154436531,,,
Car 2,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),75.30414154436531,,0.0,
Car 3,,,,66,,arrived,arrived,105.82647713859684,,,
Car 3,,66,9,,,start_charge,starting to charge at Charger 9 (fid=66),105.82647713859684,,0.0,
Car 0,111.0,308702,1,,,done,done charging,119.06185464674408,,,150.86806658959517
Car 4,,,,6,,arrived,arrived,146.96946388732428,,,
Car 4,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),146.96946388732428,,0.0,
Car 5,,,,10,,arrived,arrived,149.72610522551645,,,
Car 5,,9,13,,,start_charge,starting to charge at Charger 13 (fid=9),149.72610522551645,,0.0,
Car 1,112.0,308108,4,,,done,done charging,162.84602421623396,,,153.3500347553433
Car 2,95.0,308702,1,,,done,done charging,170.3041415443653,,,192.27447817342818
Car 3,86.0,66,9,,,done,done charging,191.82647713859683,,,77.99568257902447
Car 6,,,,4,,arrived,arrived,219.09557836336577,,,
Car 6,,9,13,,,start_charge,starting to charge at Charger 13 (fid=9),219.09557836336577,,0.0,
Car 7,,,,7,,arrived,arrived,227.3234010681308,,,
Car 7,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),227.3234010681308,,0.0,
Car 5,83.0,9,13,,,done,done charging,232.72610522551645,,,127.85811596889285
Car 8,,,,35,,arrived,arrived,241.70084859132038,,,
Car 8,,35,7,,,start_charge,starting to charge at Charger 7 (fid=35),241.70084859132038,,0.0,
Car 9,,,,73,,arrived,arrived,245.6315752064541,,,
Car 9,,9,13,,,start_charge,starting to charge at Charger 13 (fid=9),245.6315752064541,,0.0,
Car 4,99.0,36,12,,,done,done charging,245.96946388732428,,,217.79641197675684
Car 6,72.0,9,13,,,done,done charging,291.0955783633658,,,272.60601734634906
Car 8,54.0,35,7,,,done,done charging,295.7008485913204,,,18.860489592582105
Car 7,84.0,308108,4,,,done,done charging,311.3234010681308,,,138.47203364136507
Car 10,,,,58,,arrived,arrived,325.9660240743032,,,
Car 10,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),325.9660240743032,,0.0,
Car 9,83.0,9,13,,,done,done charging,328.6315752064541,,,173.15604487774573
Car 11,,,,1,,arrived,arrived,345.7368049474765,,,
Car 11,,307904,2,,,start_charge,starting to charge at Charger 2 (fid=307904),345.7368049474765,,0.0,
Car 12,,,,60,,arrived,arrived,350.1459062351922,,,
Car 12,,51,6,,,start_charge,starting to charge at Charger 6 (fid=51),350.1459062351922,,0.0,
Car 13,,,,32,,arrived,arrived,360.1263632010666,,,
Car 13,,29,8,,,start_charge,starting to charge at Charger 8 (fid=29),360.1263632010666,,0.0,
Car 14,,,,49,,arrived,arrived,361.52675165960767,,,
Car 14,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),361.52675165960767,,0.0,
Car 15,,,,4,,arrived,arrived,361.8353989820132,,,
Car 15,,9,13,,,start_charge,starting to charge at Charger 13 (fid=9),361.8353989820132,,0.0,
Car 16,,,,37,,arrived,arrived,373.7257332762272,,,
Car 16,,9,13,,,start_charge,starting to charge at Charger 13 (fid=9),373.7257332762272,,0.0,
Car 17,,,,60,,arrived,arrived,386.7232316432881,,,
Car 17,,51,6,,,start_charge,starting to charge at Charger 6 (fid=51),386.7232316432881,,0.0,
Car 12,49.0,51,6,,,done,done charging,399.1459062351922,,,217.9639886447333
Car 18,,,,60,,arrived,arrived,403.29240194044695,,,
Car 18,,51,6,,,start_charge,starting to charge at Charger 6 (fid=51),403.29240194044695,,0.0,
Car 11,61.0,307904,2,,,done,done charging,406.7368049474765,,,99.11480165757857
Car 19,,,,9,,arrived,arrived,414.085647456689,,,
Car 20,,,,33,,arrived,arrived,416.71624173323534,,,
Car 20,,35,7,,,start_charge,starting to charge at Charger 7 (fid=35),416.71624173323534,,0.0,
Car 19,,,,,13,switch,"Charger 13 (fid=9) not available, trying Charger 9 (fid=66)",419.085647456689,9,,
Car 21,,,,2,,arrived,arrived,421.74244725449205,,,
Car 21,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),421.74244725449205,,0.0,
Car 19,,66,9,,,start_charge,starting to charge at Charger 9 (fid=66),422.47995299574063,,5.0,
Car 10,98.0,308108,4,,,done,done charging,423.9660240743032,,,156.2766231973864
Car 13,72.0,29,8,,,done,done charging,432.1263632010666,,,80.6900560473089
Car 22,,,,15,,arrived,arrived,432.9959638278368,,,
Car 23,,,,14,,arrived,arrived,433.1268622402613,,,
Car 23,,35,7,,,start_charge,starting to charge at Charger 7 (fid=35),433.1268622402613,,0.0,
Car 24,,,,80,,arrived,arrived,433.3014999763821,,,
Car 24,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),433.3014999763821,,0.0,
Car 25,,,,77,,arrived,arrived,433.85199249245903,,,
Car 26,,,,45,,arrived,arrived,433.9850670154544,,,
Car 26,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),433.9850670154544,,0.0,
Car 22,,,,,6,switch,"Charger 6 (fid=51) not available, trying Charger 4 (fid=308108)",437.9959638278368,4,,
