car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,61,,arrived,,arrived,0.7900794932924482,,,
Car 0,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),0.7900794932924482,,0.0,
Car 1,,,,38,,arrived,,arrived,3.9317315543887865,,,
Car 1,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),3.9317315543887865,,0.0,
Car 2,,,,62,,arrived,,arrived,14.277877625513483,,,
Car 2,,11,16,,,start_charge,,starting to charge at Charger 16 (fid=11),14.277877625513483,,0.0,
Car 3,,,,61,,arrived,,arrived,22.197309992884755,,,
Car 3,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),22.197309992884755,,0.0,
Car 4,,,,28,,arrived,,arrived,32.65375351775711,,,
Car 4,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),32.65375351775711,,0.0,
Car 5,,,,17,,arrived,,arrived,36.235202315771666,,,
Car 5,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),36.235202315771666,,0.0,
Car 6,,,,56,,arrived,,arrived,37.54321824648324,,,
Car 6,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 0 (fid=308440)",42.54321824648324,0,,
Car 6,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),44.137612708348335,,5.0,
Car 1,61.0,4,10,,,done,,done charging,64.93173155438879,,,164.30281135379124
Car 7,,,,51,,arrived,,arrived,74.05985766280179,,,
Car 7,,15,20,,,start_charge,,starting to charge at Charger 20 (fid=15),74.05985766280179,,0.0,
Car 3,53.0,3,9,,,done,,done charging,75.19730999288475,,,140.0749914334876
Car 8,,,,23,,arrived,,arrived,75.56124085968045,,,
Car 8,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),75.56124085968045,,0.0,
Car 0,75.0,3,9,,,done,,done charging,75.79007949329245,,,140.0749914334876
Car 9,,,,3,,arrived,,arrived,88.21581045134687,,,
Car 9,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),88.21581045134687,,0.0,
Car 10,,,,39,,arrived,,arrived,88.5811925219601,,,
Car 10,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),88.5811925219601,,0.0,
Car 11,,,,67,,arrived,,arrived,110.18768707646333,,,
Car 11,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),110.18768707646333,,0.0,
Car 5,74.0,14,19,,,done,,done charging,110.23520231577166,,,138.09370057465117
Car 12,,,,14,,arrived,,arrived,110.2481449257876,,,
Car 12,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),110.2481449257876,,0.0,
Car 2,105.0,11,16,,,done,,done charging,119.27787762551348,,,138.34156660858244
Car 13,,,,4,,arrived,,arrived,119.73869013062776,,,
Car 13,,6,11,,,start_charge,,starting to charge at Charger 11 (fid=6),119.73869013062776,,0.0,
Car 14,,,,82,,arrived,,arrived,129.03698544141145,,,
Car 14,,91,8,,,start_charge,,starting to charge at Charger 8 (fid=91),129.03698544141145,,0.0,
Car 4,105.0,14,19,,,done,,done charging,137.6537535177571,,,100.09295710090483
Car 8,64.0,308440,0,,,done,,done charging,139.56124085968045,,,129.36064908845339
Car 6,105.0,308440,0,,,done,,done charging,149.13761270834834,,,174.96928122495086
Car 15,,,,50,,arrived,,arrived,151.39087262299807,,,
Car 9,64.0,3,9,,,done,,done charging,152.21581045134687,,,52.8876363282298
Car 15,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),152.21581045134687,,0.8249378283487943,
Car 11,46.0,308702,1,,,done,,done charging,156.18768707646333,,,192.27447817342818
Car 16,,,,72,,arrived,,arrived,158.09163949711132,,,
Car 16,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),158.09163949711132,,0.0,
Car 17,,,,40,,arrived,,arrived,158.34408843264973,,,
Car 18,,,,46,,arrived,,arrived,160.28468852217554,,,
Car 18,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),160.28468852217554,,0.0,
Car 12,53.0,14,19,,,done,,done charging,163.24814492578759,,,32.794480220061665
Car 17,,,,,9,switch,,"Charger 9 (fid=3) not available, trying Charger 14 (fid=9)",163.34408843264973,14,,
Car 19,,,,4,,arrived,,arrived,164.47511137208943,,,
Car 19,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),164.47511137208943,,0.0,
Car 17,,9,14,,,start_charge,,starting to charge at Charger 14 (fid=9),167.43184173386507,,5.0,
Car 20,,,,4,,arrived,,arrived,172.08271842859781,,,
Car 20,,6,11,,,start_charge,,starting to charge at Charger 11 (fid=6),172.08271842859781,,0.0,
Car 14,48.0,91,8,,,done,,done charging,177.03698544141145,,,114.33957705772332
Car 21,,,,20,,arrived,,arrived,181.860705088185,,,
Car 21,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),181.860705088185,,0.0,
Car 22,,,,77,,arrived,,arrived,183.84188629361984,,,
Car 22,,1,6,,,start_charge,,starting to charge at Charger 6 (fid=1),183.84188629361984,,0.0,
Car 7,115.0,15,20,,,done,,done charging,189.0598576628018,,,222.1114232837758
Car 23,,,,44,,arrived,,arrived,198.07605957094273,,,
Car 23,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),198.07605957094273,,0.0,
Car 10,111.0,3,9,,,done,,done charging,199.5811925219601,,,52.897065614166266
Car 24,,,,60,,arrived,,arrived,215.46597497587905,,,
Car 24,,11,16,,,start_charge,,starting to charge at Charger 16 (fid=11),215.46597497587905,,0.0,
Car 25,,,,60,,arrived,,arrived,225.49381477720902,,,
Car 25,,11,16,,,start_charge,,starting to charge at Charger 16 (fid=11),225.49381477720902,,0.0,
Car 19,62.0,4,10,,,done,,done charging,226.47511137208943,,,30.915951735763496
Car 20,57.0,6,11,,,done,,done charging,229.08271842859781,,,155.83829843806083
Car 15,79.0,3,9,,,done,,done charging,231.21581045134687,,,259.51105596595494
Car 26,,,,23,,arrived,,arrived,231.93163421873675,,,
Car 26,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),231.93163421873675,,0.0,
Car 13,120.0,6,11,,,done,,done charging,239.73869013062776,,,155.83829843806083
Car 16,94.0,14,19,,,done,,done charging,252.09163949711132,,,71.55525940291663
Car 27,,,,68,,arrived,,arrived,263.69780424004466,,,
Car 17,99.0,9,14,,,done,,done charging,266.4318417338651,,,284.4546795793012
Car 28,,,,90,,arrived,,arrived,268.364945319928,,,
Car 28,,91,8,,,start_charge,,starting to charge at Charger 8 (fid=91),268.364945319928,,0.0,
Car 27,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 19 (fid=14)",268.69780424004466,19,,
Car 27,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),270.29219870190974,,5.0,
Car 18,118.0,308702,1,,,done,,done charging,278.28468852217554,,,141.9503146929267
Car 23,83.0,308702,1,,,done,,done charging,281.07605957094273,,,123.42970471715911
Car 29,,,,70,,arrived,,arrived,282.84776901667215,,,
Car 29,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),282.84776901667215,,0.0,
Car 30,,,,32,,arrived,,arrived,283.1294354439482,,,
Car 30,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),283.1294354439482,,0.0,
Car 22,100.0,1,6,,,done,,done charging,283.84188629361984,,,226.10647638976275
Car 21,108.0,308440,0,,,done,,done charging,289.860705088185,,,50.493192664305695
Car 31,,,,59,,arrived,,arrived,292.7287680153289,,,
Car 31,,7,12,,,start_charge,,starting to charge at Charger 12 (fid=7),292.7287680153289,,0.0,
Car 32,,,,63,,arrived,,arrived,295.26592005503244,,,
Car 32,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),295.26592005503244,,0.0,
Car 33,,,,30,,arrived,,arrived,305.84725858385264,,,
Car 34,,,,7,,arrived,,arrived,308.1581316120401,,,
Car 34,,7,12,,,start_charge,,starting to charge at Charger 12 (fid=7),308.1581316120401,,0.0,
Car 24,94.0,11,16,,,done,,done charging,309.465974975879,,,159.75838309821387
Car 33,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 0 (fid=308440)",310.84725858385264,0,,
Car 33,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),312.4416530457177,,5.0,
Car 35,,,,8,,arrived,,arrived,313.01921647398825,,,
Car 35,,8,13,,,start_charge,,starting to charge at Charger 13 (fid=8),313.01921647398825,,0.0,
Car 28,48.0,91,8,,,done,,done charging,316.364945319928,,,72.94194377030513
Car 36,,,,42,,arrived,,arrived,318.06157190553034,,,
Car 36,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),318.06157190553034,,0.0,
Car 37,,,,3,,arrived,,arrived,323.15197553069413,,,
Car 37,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),323.15197553069413,,0.0,
Car 38,,,,76,,arrived,,arrived,326.1697119976458,,,
Car 38,,91,8,,,start_charge,,starting to charge at Charger 8 (fid=91),326.1697119976458,,0.0,
Car 39,,,,4,,arrived,,arrived,326.67726336304565,,,
Car 39,,6,11,,,start_charge,,starting to charge at Charger 11 (fid=6),326.67726336304565,,0.0,
Car 40,,,,38,,arrived,,arrived,330.4345790297436,,,
Car 40,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),330.4345790297436,,0.0,
Car 41,,,,37,,arrived,,arrived,337.59889745200826,,,
Car 25,113.0,11,16,,,done,,done charging,338.493814777209,,,159.75838309821387
Car 41,,,,,10,switch,,"Charger 10 (fid=4) not available, trying Charger 5 (fid=5)",342.59889745200826,5,,
Car 41,,5,5,,,start_charge,,starting to charge at Charger 5 (fid=5),343.48729750039627,,5.0,
Car 29,65.0,14,19,,,done,,done charging,347.84776901667215,,,79.3711414239728
Car 42,,,,54,,arrived,,arrived,348.0545262591137,,,
Car 42,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),348.0545262591137,,0.0,
Car 26,119.0,308440,0,,,done,,done charging,350.93163421873675,,,129.36064908845339
Car 43,,,,35,,arrived,,arrived,352.7319996202825,,,
Car 44,,,,9,,arrived,,arrived,356.1352033022713,,,
Car 44,,9,14,,,start_charge,,starting to charge at Charger 14 (fid=9),356.1352033022713,,0.0,
Car 43,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 0 (fid=308440)",357.7319996202825,0,,
Car 45,,,,4,,arrived,,arrived,357.92880833389216,,,
Car 45,,6,11,,,start_charge,,starting to charge at Charger 11 (fid=6),357.92880833389216,,0.0,
Car 27,88.0,14,19,,,done,,done charging,358.29219870190974,,,136.23731297872973
Car 43,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),359.3263940821476,,5.0,
Car 46,,,,34,,arrived,,arrived,362.6514036677726,,,
Car 47,,,,61,,arrived,,arrived,362.6964146097622,,,
Car 47,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),362.6964146097622,,0.0,
Car 48,,,,69,,arrived,,arrived,363.80763462871374,,,
Car 49,,,,35,,arrived,,arrived,365.3110855865837,,,
Car 49,,14,19,,,start_charge,,starting to charge at Charger 19 (fid=14),365.3110855865837,,0.0,
Car 32,72.0,4,10,,,done,,done charging,367.26592005503244,,,108.3704539833791
Car 46,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 18 (fid=13)",367.6514036677726,18,,
Car 34,60.0,7,12,,,done,,done charging,368.1581316120401,,,61.257881433004776
Car 48,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 19 (fid=14)",368.80763462871374,19,,
Car 50,,,,5,,arrived,,arrived,369.04592246716857,,,
Car 50,,5,5,,,start_charge,,starting to charge at Charger 5 (fid=5),369.04592246716857,,0.0,
Car 30,86.0,308702,1,,,done,,done charging,369.1294354439482,,,148.14061786106575
Car 51,,,,38,,arrived,,arrived,369.7859773182642,,,
Car 51,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),369.7859773182642,,0.0,
Car 46,,13,18,,,start_charge,,starting to charge at Charger 18 (fid=13),369.83459460563296,,5.0,
Car 36,53.0,308702,1,,,done,,done charging,371.06157190553034,,,76.21854080028722
Car 52,,,,39,,arrived,,arrived,372.6674990205359,,,
Car 52,,3,9,,,start_charge,,starting to charge at Charger 9 (fid=3),372.6674990205359,,0.0,
Car 48,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 18 (fid=13)",375.4020290905788,18,,
Car 53,,,,8,,arrived,,arrived,377.0974477191723,,,
Car 53,,8,13,,,start_charge,,starting to charge at Charger 13 (fid=8),377.0974477191723,,0.0,
Car 54,,,,30,,arrived,,arrived,377.6334748091437,,,
Car 48,,13,18,,,start_charge,,starting to charge at Charger 18 (fid=13),378.62034120776235,,10.0,
Car 40,50.0,4,10,,,done,,done charging,380.4345790297436,,,164.30281135379124
Car 55,,,,26,,arrived,,arrived,381.05462932621083,,,
Car 55,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),381.05462932621083,,0.0,
Car 54,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 0 (fid=308440)",382.6334748091437,0,,
Car 56,,,,115,,arrived,,arrived,384.6277096407545,,,
Car 39,60.0,6,11,,,done,,done charging,386.67726336304565,,,155.83829843806083
Car 37,64.0,307904,2,,,done,,done charging,387.15197553069413,,,134.89564883798306
Car 54,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 16 (fid=11)",389.2278692710088,16,,
Car 56,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 19 (fid=14)",389.6277096407545,19,,
Car 54,,11,16,,,start_charge,,starting to charge at Charger 16 (fid=11),392.20371957565317,,10.0,
Car 57,,,,34,,arrived,,arrived,394.1464502084594,,,
Car 58,,,,1,,arrived,,arrived,394.4119411410771,,,
Car 58,,1,6,,,start_charge,,starting to charge at Charger 6 (fid=1),394.4119411410771,,0.0,
Car 59,,,,117,,arrived,,arrived,395.05510757821196,,,
Car 59,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),395.05510757821196,,0.0,
Car 60,,,,3,,arrived,,arrived,395.1044464443218,,,
Car 56,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 18 (fid=13)",396.2221041026196,18,,
Car 61,,,,63,,arrived,,arrived,396.87195171190854,,,
Car 61,,4,10,,,start_charge,,starting to charge at Charger 10 (fid=4),396.87195171190854,,0.0,
Car 57,,,,,19,switch,,"Charger 19 (fid=14) not available, trying Charger 0 (fid=308440)",399.1464502084594,0,,
Car 60,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 3 (fid=307905)",400.1044464443218,3,,
Car 62,,,,63,,arrived,,arrived,400.2764125297511,,,
Car 60,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),400.3680726258859,,5.0,
Car 63,,,,50,,arrived,,arrived,400.918928198098,,,
Car 64,,,,61,,arrived,,arrived,402.82902121045197,,,
Car 56,,,,,18,switch,,"Charger 18 (fid=13) not available, trying Charger 16 (fid=11)",404.4404162198031,16,,
Car 62,,,,,10,switch,,"Charger 10 (fid=4) not available, trying Charger 5 (fid=5)",405.2764125297511,5,,
