car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 88,,,,7,,arrived,,arrived,1.0,,,
Car 212,,,,37,,arrived,,arrived,1.0,,,
Car 88,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),1.0,,0.0,
Car 212,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),1.0,,0.0,
Car 201,,,,4,,arrived,,arrived,5.0,,,
Car 201,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),5.0,,0.0,
Car 138,,,,46,,arrived,,arrived,11.0,,,
Car 138,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),11.0,,0.0,
Car 39,,,,27,,arrived,,arrived,26.0,,,
Car 39,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),26.0,,0.0,
Car 132,,,,4,,arrived,,arrived,43.0,,,
Car 132,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),43.0,,0.0,
Car 115,,,,74,,arrived,,arrived,55.0,,,
Car 201,50.0,73,5,,,done,,done charging,55.0,,,113.03943791881676
Car 115,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),55.0,,0.0,
Car 103,,,,40,,arrived,,arrived,61.0,,,
Car 103,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),61.0,,0.0,
Car 212,61.0,73,5,,,done,,done charging,62.0,,,52.18342097829892
Car 52,,,,29,,arrived,,arrived,65.0,,,
Car 153,,,,56,,arrived,,arrived,65.0,,,
Car 52,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),65.0,,0.0,
Car 153,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),65.0,,0.0,
Car 200,,,,54,,arrived,,arrived,67.0,,,
Car 200,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),67.0,,0.0,
Car 93,,,,15,,arrived,,arrived,69.0,,,
Car 90,,,,1,,arrived,,arrived,70.0,,,
Car 90,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),70.0,,0.0,
Car 93,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",74.0,3,,
Car 126,,,,16,,arrived,,arrived,77.0,,,
Car 93,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",81.8588498683722,2,,
Car 126,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 6 (fid=60)",82.0,6,,
Car 93,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 6 (fid=60)",86.89201305491352,6,,
Car 83,,,,53,,arrived,,arrived,88.0,,,
Car 184,,,,76,,arrived,,arrived,88.0,,,
Car 83,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),88.0,,0.0,
Car 126,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 5 (fid=73)",90.25969204728618,5,,
Car 166,,,,1,,arrived,,arrived,92.0,,,
Car 126,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),92.52977345225683,,10.0,
Car 184,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 2 (fid=307904)",93.0,2,,
Car 93,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 1 (fid=308702)",94.13698393566484,1,,
Car 48,,,,14,,arrived,,arrived,96.0,,,
Car 160,,,,77,,arrived,,arrived,96.0,,,
Car 166,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",97.0,2,,
Car 184,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 3 (fid=307905)",99.67826482304116,3,,
Car 138,90.0,308702,1,,,done,,done charging,101.0,,,58.41695935261943
Car 48,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",101.0,1,,
Car 160,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 3 (fid=307905)",101.0,3,,
Car 93,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),101.0,,23.036677575680713,
Car 166,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 4 (fid=308108)",102.03316318654132,4,,
Car 184,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 6 (fid=60)",104.71142800958248,6,,
Car 48,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 5 (fid=73)",108.22134419256946,5,,
Car 160,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",108.22432587373495,2,,
Car 166,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 6 (fid=60)",108.71142800958248,6,,
Car 120,,,,29,,arrived,,arrived,109.0,,,
Car 120,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),109.0,,0.0,
Car 48,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),110.5575976356142,,10.0,
Car 88,110.0,308108,4,,,done,,done charging,111.0,,,55.70976389286317
Car 184,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 0 (fid=308440)",111.93575388331743,0,,
Car 160,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 4 (fid=308108)",113.25748906027627,4,,
Car 160,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),114.93575388331743,,15.0,
Car 132,72.0,60,6,,,done,,done charging,115.0,,,59.80497675779154
Car 166,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),115.0,,18.281764971810944,
Car 103,56.0,60,6,,,done,,done charging,117.0,,,83.60540020832796
Car 90,47.0,307905,3,,,done,,done charging,117.0,,,30.92859861038139
Car 184,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 5 (fid=73)",120.19544593060361,5,,
Car 115,67.0,307904,2,,,done,,done charging,122.0,,,84.63961631527718
Car 143,,,,16,,arrived,,arrived,125.0,,,
Car 63,,,,44,,arrived,,arrived,126.0,,,
Car 177,,,,69,,arrived,,arrived,126.0,,,
Car 184,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 1 (fid=308702)",128.46152414964465,1,,
Car 94,,,,74,,arrived,,arrived,130.0,,,
Car 143,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 6 (fid=60)",130.0,6,,
Car 94,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),130.0,,0.0,
Car 63,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 7 (fid=30)",131.0,7,,
Car 177,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",131.0,1,,
