car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 30,,,,49,,arrived,arrived,1.0,,
Car 30,,49,19,,,start_charge,starting to charge at Charger 19 (fid=49),1.0,,
Car 115,,,,32,,arrived,arrived,6.0,,
Car 115,,18,4,,,start_charge,starting to charge at Charger 4 (fid=18),6.0,,
Car 99,,,,24,,arrived,arrived,14.0,,
Car 99,,48,2,,,start_charge,starting to charge at Charger 2 (fid=48),14.0,,
Car 80,,,,52,,arrived,arrived,17.0,,
Car 80,,1,7,,,start_charge,starting to charge at Charger 7 (fid=1),17.0,,
Car 146,,,,31,,arrived,arrived,24.0,,
Car 146,,44,8,,,start_charge,starting to charge at Charger 8 (fid=44),24.0,,
Car 29,,,,43,,arrived,arrived,37.0,,
Car 29,,43,13,,,start_charge,starting to charge at Charger 13 (fid=43),37.0,,
Car 173,,,,29,,arrived,arrived,39.0,,
Car 173,,35,3,,,start_charge,starting to charge at Charger 3 (fid=35),39.0,,
Car 34,,,,43,,arrived,arrived,52.0,,
Car 34,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",53.0,19,
Car 34,,,,,19,switch,"Charger 19 (fid=49) not available, trying Charger 2 (fid=48)",54.47209914291606,2,
Car 108,,,,21,,arrived,arrived,55.0,,
Car 108,,124,10,,,start_charge,starting to charge at Charger 10 (fid=124),55.0,,
Car 34,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 8 (fid=44)",56.201792176751525,8,
Car 148,,,,7,,arrived,arrived,57.0,,
Car 148,,,,,7,switch,"Charger 7 (fid=1) not available, trying Charger 16 (fid=90)",58.0,16,
Car 34,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 18 (fid=5)",58.42511123446184,18,
Car 41,,,,6,,arrived,arrived,60.0,,
Car 41,,6,17,,,start_charge,starting to charge at Charger 17 (fid=6),60.0,,
Car 148,,90,16,,,start_charge,starting to charge at Charger 16 (fid=90),60.77343567236125,,
Car 34,,5,18,,,start_charge,starting to charge at Charger 18 (fid=5),61.928963251643495,,
Car 22,,,,13,,arrived,arrived,70.0,,
Car 22,,,,,10,switch,"Charger 10 (fid=124) not available, trying Charger 8 (fid=44)",71.0,8,
Car 72,,,,69,,arrived,arrived,73.0,,
Car 72,,,,,10,switch,"Charger 10 (fid=124) not available, trying Charger 14 (fid=71)",74.0,14,
Car 72,,71,14,,,start_charge,starting to charge at Charger 14 (fid=71),75.2929256466328,,
Car 22,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 14 (fid=71)",75.70783411320237,14,
Car 22,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 4 (fid=18)",80.99295738115393,4,
Car 22,,,,,4,switch,"Charger 4 (fid=18) not available, trying Charger 5 (fid=24)",82.82579897696786,5,
Car 22,,24,5,,,start_charge,starting to charge at Charger 5 (fid=24),84.87244562798355,,
Car 24,,,,82,,arrived,arrived,88.0,,
