car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 224,,,,29,,arrived,arrived,0.0,,
Car 224,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),0.0,,
Car 216,,,,5,,arrived,arrived,3.0,,
Car 216,,63,7,,,start_charge,starting to charge at Charger 7 (fid=63),3.0,,
Car 249,,,,40,,arrived,arrived,13.0,,
Car 249,,50,1,,,start_charge,starting to charge at Charger 1 (fid=50),13.0,,
Car 186,,,,33,,arrived,arrived,14.0,,
Car 186,,,,,5,switch,"Charger 5 (fid=34) not available, trying Charger 21 (fid=33)",15.0,21,
Car 186,,33,21,,,start_charge,starting to charge at Charger 21 (fid=33),15.31675190608976,,
Car 94,,,,15,,arrived,arrived,18.0,,
Car 129,,,,38,,arrived,arrived,19.0,,
Car 94,,,,,5,switch,"Charger 5 (fid=34) not available, trying Charger 21 (fid=33)",19.0,21,
Car 129,,46,12,,,start_charge,starting to charge at Charger 12 (fid=46),19.0,,
Car 247,,,,17,,arrived,arrived,20.0,,
Car 247,,22,2,,,start_charge,starting to charge at Charger 2 (fid=22),20.0,,
Car 94,,,,,21,switch,"Charger 21 (fid=33) not available, trying Charger 20 (fid=80)",20.31675190608976,20,
Car 94,,80,20,,,start_charge,starting to charge at Charger 20 (fid=80),21.272576589666787,,
Car 5,,,,10,,arrived,arrived,28.0,,
Car 5,,78,24,,,start_charge,starting to charge at Charger 24 (fid=78),28.0,,
Car 224,50.0,34,5,,,done,done charging,50.0,,51.06657532665533
Car 246,,,,40,,arrived,arrived,52.0,,
Car 246,,,,,1,switch,"Charger 1 (fid=50) not available, trying Charger 11 (fid=62)",53.0,11,
Car 246,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),55.088722614926134,,
Car 178,,,,89,,arrived,arrived,62.0,,
Car 178,,91,23,,,start_charge,starting to charge at Charger 23 (fid=91),62.0,,
Car 67,,,,45,,arrived,arrived,64.0,,
Car 67,,,,,11,switch,"Charger 11 (fid=62) not available, trying Charger 4 (fid=6)",65.0,4,
Car 157,,,,66,,arrived,arrived,66.0,,
Car 157,,66,6,,,start_charge,starting to charge at Charger 6 (fid=66),66.0,,
Car 67,,6,4,,,start_charge,starting to charge at Charger 4 (fid=6),67.34530123198053,,
Car 186,60.0,33,21,,,done,done charging,75.31675190608976,,30.936974193694024
Car 166,,,,88,,arrived,arrived,78.0,,
Car 72,,,,56,,arrived,arrived,79.0,,
Car 166,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 8 (fid=52)",79.0,8,
Car 72,,54,3,,,start_charge,starting to charge at Charger 3 (fid=54),79.0,,
Car 134,,,,8,,arrived,arrived,80.0,,
Car 134,,65,15,,,start_charge,starting to charge at Charger 15 (fid=65),80.0,,
Car 166,,52,8,,,start_charge,starting to charge at Charger 8 (fid=52),82.47414337563565,,
Car 135,,,,34,,arrived,arrived,83.0,,
Car 135,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),83.0,,
Car 97,,,,31,,arrived,arrived,84.0,,
Car 97,,18,16,,,start_charge,starting to charge at Charger 16 (fid=18),84.0,,
Car 216,82.0,63,7,,,done,done charging,85.0,,147.5267119028507
Car 87,,,,5,,arrived,arrived,86.0,,
Car 87,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 13 (fid=75)",87.0,13,
Car 169,,,,27,,arrived,arrived,91.0,,
Car 169,,33,0,,,start_charge,starting to charge at Charger 0 (fid=33),91.0,,
Car 87,,75,13,,,start_charge,starting to charge at Charger 13 (fid=75),91.81970731609663,,
Car 34,,,,4,,arrived,arrived,92.0,,
Car 129,73.0,46,12,,,done,done charging,92.0,,114.00280394941964
Car 34,,63,7,,,start_charge,starting to charge at Charger 7 (fid=63),92.0,,
Car 58,,,,61,,arrived,arrived,93.0,,
Car 58,,39,10,,,start_charge,starting to charge at Charger 10 (fid=39),93.0,,
Car 94,82.0,80,20,,,done,done charging,103.27257658966678,,73.5081166469235
Car 245,,,,25,,arrived,arrived,107.0,,
Car 245,,25,9,,,start_charge,starting to charge at Charger 9 (fid=25),107.0,,
Car 249,95.0,50,1,,,done,done charging,108.0,,55.35955402462531
Car 151,,,,32,,arrived,arrived,113.0,,
Car 157,47.0,66,6,,,done,done charging,113.0,,77.99568257902447
Car 151,,,,,0,switch,"Charger 0 (fid=33) not available, trying Charger 9 (fid=25)",114.0,9,
Car 247,95.0,22,2,,,done,done charging,115.0,,123.41129530597148
Car 151,,,,,9,switch,"Charger 9 (fid=25) not available, trying Charger 18 (fid=23)",116.11972530381668,18,
Car 151,,23,18,,,start_charge,starting to charge at Charger 18 (fid=23),116.56076682964864,,
Car 49,,,,89,,arrived,arrived,118.0,,
Car 205,,,,42,,arrived,arrived,118.0,,
Car 205,,46,12,,,start_charge,starting to charge at Charger 12 (fid=46),118.0,,
Car 49,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 8 (fid=52)",119.0,8,
Car 49,,,,,8,switch,"Charger 8 (fid=52) not available, trying Charger 13 (fid=75)",123.47414337563565,13,
Car 72,45.0,54,3,,,done,done charging,124.0,,136.6523543049815
Car 178,64.0,91,23,,,done,done charging,126.0,,92.62963517550912
Car 246,72.0,62,11,,,done,done charging,127.08872261492613,,172.8754210802851
Car 8,,,,21,,arrived,arrived,128.0,,
Car 177,,,,11,,arrived,arrived,128.0,,
Car 8,,19,25,,,start_charge,starting to charge at Charger 25 (fid=19),128.0,,
Car 177,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),128.0,,
Car 49,,,,,13,switch,"Charger 13 (fid=75) not available, trying Charger 5 (fid=34)",128.7339285353492,5,
Car 118,,,,4,,arrived,arrived,130.0,,
Car 118,,,,,7,switch,"Charger 7 (fid=63) not available, trying Charger 15 (fid=65)",131.0,15,
Car 118,,,,,15,switch,"Charger 15 (fid=65) not available, trying Charger 17 (fid=37)",132.66521290415716,17,
Car 97,49.0,18,16,,,done,done charging,133.0,,36.367493649220705
Car 110,,,,91,,arrived,arrived,134.0,,
Car 110,,91,23,,,start_charge,starting to charge at Charger 23 (fid=91),134.0,,
Car 118,,37,17,,,start_charge,starting to charge at Charger 17 (fid=37),134.59949707148155,,
Car 133,,,,90,,arrived,arrived,135.0,,
Car 133,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 8 (fid=52)",136.0,8,
Car 49,,,,,5,switch,"Charger 5 (fid=34) not available, trying Charger 20 (fid=80)",136.53589445267605,20,
Car 49,,80,20,,,start_charge,starting to charge at Charger 20 (fid=80),137.43707879511962,,
Car 87,47.0,75,13,,,done,done charging,138.81970731609664,,271.6000193155431
Car 133,,,,,8,switch,"Charger 8 (fid=52) not available, trying Charger 13 (fid=75)",140.47414337563566,13,
Car 43,,,,25,,arrived,arrived,143.0,,
Car 5,115.0,78,24,,,done,done charging,143.0,,124.59413078601186
Car 135,61.0,34,5,,,done,done charging,144.0,,21.833893360859815
Car 43,,,,,25,switch,"Charger 25 (fid=19) not available, trying Charger 5 (fid=34)",144.0,5,
Car 133,,75,13,,,start_charge,starting to charge at Charger 13 (fid=75),144.73392853534924,,
Car 102,,,,34,,arrived,arrived,145.0,,
Car 169,54.0,33,0,,,done,done charging,145.0,,75.31628796294795
Car 102,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),145.0,,
