car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 40,,,,28,,arrived,,arrived,0.0,,,
Car 40,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),0.0,,0.0,
Car 32,,,,84,,arrived,,arrived,3.0,,,
Car 408,,,,54,,arrived,,arrived,3.0,,,
Car 32,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),3.0,,0.0,
Car 408,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),3.0,,0.0,
Car 160,,,,53,,arrived,,arrived,6.0,,,
Car 160,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),6.0,,0.0,
Car 406,,,,11,,arrived,,arrived,9.0,,,
Car 406,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),9.0,,0.0,
Car 65,,,,37,,arrived,,arrived,13.0,,,
Car 65,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),13.0,,0.0,
Car 2,,,,33,,arrived,,arrived,14.0,,,
Car 2,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),14.0,,0.0,
Car 63,,,,87,,arrived,,arrived,20.0,,,
Car 63,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),20.0,,0.0,
Car 346,,,,9,,arrived,,arrived,21.0,,,
Car 346,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),21.0,,0.0,
Car 202,,,,45,,arrived,,arrived,27.0,,,
Car 202,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),27.0,,0.0,
Car 127,,,,57,,arrived,,arrived,31.0,,,
Car 466,,,,18,,arrived,,arrived,31.0,,,
Car 127,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),31.0,,0.0,
Car 466,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),31.0,,0.0,
Car 209,,,,37,,arrived,,arrived,32.0,,,
Car 209,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),32.0,,0.0,
Car 284,,,,51,,arrived,,arrived,48.0,,,
Car 284,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),48.0,,0.0,
Car 418,,,,69,,arrived,,arrived,49.0,,,
Car 478,,,,9,,arrived,,arrived,49.0,,,
Car 418,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),49.0,,0.0,
Car 150,,,,25,,arrived,,arrived,50.0,,,
Car 40,50.0,19,3,,,done,,done charging,50.0,,,54.82070321511149
Car 150,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),50.0,,0.0,
Car 62,,,,37,,arrived,,arrived,52.0,,,
Car 352,,,,83,,arrived,,arrived,52.0,,,
Car 62,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),52.0,,0.0,
Car 352,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),52.0,,0.0,
Car 270,,,,37,,arrived,,arrived,53.0,,,
Car 270,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),53.0,,0.0,
Car 296,,,,43,,arrived,,arrived,54.0,,,
Car 478,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 4 (fid=17)",54.0,4,,
Car 296,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),54.0,,0.0,
Car 169,,,,62,,arrived,,arrived,55.0,,,
Car 169,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",60.0,0,,
Car 220,,,,52,,arrived,,arrived,61.0,,,
Car 220,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),61.0,,0.0,
Car 478,,,,,4,switch,,"Charger 4 (fid=17) not available, trying Charger 0 (fid=1)",61.36280346164456,0,,
Car 169,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),62.16904418412601,,5.0,
Car 326,,,,45,,arrived,,arrived,63.0,,,
Car 478,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),65.89451904806772,,10.0,
Car 326,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",68.0,0,,
Car 346,49.0,17,2,,,done,,done charging,70.0,,,232.13972624262385
Car 326,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),70.16904418412601,,5.0,
Car 500,,,,8,,arrived,,arrived,71.0,,,
Car 160,66.0,7,1,,,done,,done charging,72.0,,,130.2352763309238
Car 408,70.0,17,2,,,done,,done charging,73.0,,,92.64731686345067
Car 2,60.0,17,2,,,done,,done charging,74.0,,,46.440926885669754
Car 280,,,,1,,arrived,,arrived,75.0,,,
Car 280,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),75.0,,0.0,
Car 500,,,,,4,switch,,"Charger 4 (fid=17) not available, trying Charger 2 (fid=17)",76.0,2,,
Car 500,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),78.36280346164456,,5.0,
Car 108,,,,31,,arrived,,arrived,80.0,,,
Car 360,,,,51,,arrived,,arrived,80.0,,,
Car 158,,,,58,,arrived,,arrived,85.0,,,
Car 228,,,,8,,arrived,,arrived,85.0,,,
Car 32,82.0,7,1,,,done,,done charging,85.0,,,175.08667298226
Car 108,,,,,4,switch,,"Charger 4 (fid=17) not available, trying Charger 3 (fid=19)",85.0,3,,
Car 360,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",85.0,1,,
Car 158,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),85.0,,0.0,
Car 360,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),85.94522412343038,,5.0,
Car 108,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),86.95273362527051,,5.0,
Car 231,,,,35,,arrived,,arrived,88.0,,,
Car 231,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),88.0,,0.0,
Car 405,,,,1,,arrived,,arrived,89.0,,,
Car 449,,,,6,,arrived,,arrived,89.0,,,
Car 449,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),89.0,,0.0,
Car 260,,,,42,,arrived,,arrived,90.0,,,
Car 285,,,,22,,arrived,,arrived,90.0,,,
Car 228,,,,,4,switch,,"Charger 4 (fid=17) not available, trying Charger 2 (fid=17)",90.0,2,,
Car 100,,,,34,,arrived,,arrived,91.0,,,
Car 127,62.0,19,3,,,done,,done charging,93.0,,,72.50654966278888
Car 285,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),93.0,,3.0,
Car 405,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",94.0,1,,
Car 260,,,,,4,switch,,"Charger 4 (fid=17) not available, trying Charger 3 (fid=19)",95.0,3,,
Car 100,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",96.0,3,,
Car 228,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",97.36280346164456,3,,
Car 401,,,,60,,arrived,,arrived,99.0,,,
Car 405,,,,,1,switch,,"Charger 1 (fid=7) not available, trying Charger 5 (fid=3)",99.94522412343038,5,,
Car 405,,3,5,,,start_charge,,starting to charge at Charger 5 (fid=3),101.3583928518152,,10.0,
Car 260,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",101.95273362527051,2,,
Car 150,52.0,19,3,,,done,,done charging,102.0,,,47.804246558234716
Car 100,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),102.0,,9.843003657233425,
Car 228,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",103.51979980441114,0,,
Car 179,,,,3,,arrived,,arrived,104.0,,,
Car 401,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",104.0,0,,
Car 179,,3,5,,,start_charge,,starting to charge at Charger 5 (fid=3),104.0,,0.0,
Car 274,,,,56,,arrived,,arrived,105.0,,,
Car 262,,,,61,,arrived,,arrived,106.0,,,
Car 209,74.0,17,4,,,done,,done charging,106.0,,,144.75845650600084
Car 61,,,,5,,arrived,,arrived,107.0,,,
Car 87,,,,14,,arrived,,arrived,107.0,,,
Car 61,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),107.0,,0.0,
Car 65,95.0,17,4,,,done,,done charging,108.0,,,144.75845650600084
Car 202,81.0,17,2,,,done,,done charging,108.0,,,141.4159812079012
Car 260,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),108.0,,14.890270031962913,
Car 274,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",110.0,2,,
Car 262,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",111.0,0,,
Car 401,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",111.16904418412601,1,,
Car 228,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 5 (fid=3)",111.51305537141829,5,,
Car 87,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",112.0,3,,
Car 228,,3,5,,,start_charge,,starting to charge at Charger 5 (fid=3),112.46402338389129,,20.0,
Car 270,60.0,17,4,,,done,,done charging,113.0,,,144.75845650600084
Car 63,95.0,7,1,,,done,,done charging,115.0,,,164.62835022255499
Car 401,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),115.0,,12.885731692443613,
Car 274,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 4 (fid=17)",116.15699634276658,4,,
Car 252,,,,56,,arrived,,arrived,117.0,,,
Car 21,,,,38,,arrived,,arrived,118.0,,,
Car 352,66.0,7,1,,,done,,done charging,118.0,,,156.9942789403548
