car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 78,,,,39,,arrived,arrived,1.0,,
Car 78,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),1.0,,
Car 246,,,,4,,arrived,arrived,2.0,,
Car 246,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),2.0,,
Car 190,,,,52,,arrived,arrived,12.0,,
Car 190,,7,15,,,start_charge,starting to charge at Charger 15 (fid=7),12.0,,
Car 138,,,,49,,arrived,arrived,20.0,,
Car 138,,49,21,,,start_charge,starting to charge at Charger 21 (fid=49),20.0,,
Car 55,,,,54,,arrived,arrived,23.0,,
Car 55,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),23.0,,
Car 209,,,,28,,arrived,arrived,25.0,,
Car 236,,,,18,,arrived,arrived,25.0,,
Car 209,,26,4,,,start_charge,starting to charge at Charger 4 (fid=26),25.0,,
Car 236,,,,,13,switch,"Charger 13 (fid=32) not available, trying Charger 1 (fid=33)",26.0,1,
Car 236,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),26.70483924204758,,
Car 107,,,,85,,arrived,arrived,33.0,,
Car 107,,89,5,,,start_charge,starting to charge at Charger 5 (fid=89),33.0,,
Car 110,,,,52,,arrived,arrived,54.0,,
Car 110,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 10 (fid=4)",55.0,10,
Car 68,,,,22,,arrived,arrived,56.0,,
Car 68,,68,9,,,start_charge,starting to charge at Charger 9 (fid=68),56.0,,
Car 231,,,,4,,arrived,arrived,57.0,,
Car 231,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 11 (fid=60)",58.0,11,
Car 110,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 5 (fid=89)",58.8420368669751,5,
Car 154,,,,61,,arrived,arrived,60.0,,
Car 231,,60,11,,,start_charge,starting to charge at Charger 11 (fid=60),60.16952414762311,,
Car 154,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",61.0,11,
Car 154,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",64.2064845112889,2,
Car 110,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 11 (fid=60)",64.65284814037093,11,
Car 166,,,,21,,arrived,arrived,67.0,,
Car 192,,,,61,,arrived,arrived,68.0,,
Car 166,,,,,9,switch,"Charger 9 (fid=68) not available, trying Charger 16 (fid=21)",68.0,16,
Car 166,,21,16,,,start_charge,starting to charge at Charger 16 (fid=21),68.70781467871642,,
Car 154,,15,2,,,start_charge,starting to charge at Charger 2 (fid=15),68.82736593079323,,
Car 230,,,,7,,arrived,arrived,69.0,,
Car 192,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",69.0,11,
Car 230,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 5 (fid=89)",70.0,5,
Car 110,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 8 (fid=84)",71.5601012484722,8,
Car 192,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",72.2064845112889,2,
Car 246,71.0,4,10,,,done,done charging,73.0,,46.59203422638995
Car 230,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 10 (fid=4)",73.83780091762745,10,
Car 103,,,,28,,arrived,arrived,75.0,,
Car 103,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 17 (fid=15)",76.0,17,
Car 103,,15,17,,,start_charge,starting to charge at Charger 17 (fid=15),76.71389934853175,,
Car 200,,,,33,,arrived,arrived,77.0,,
Car 200,,32,6,,,start_charge,starting to charge at Charger 6 (fid=32),77.0,,
Car 110,,84,8,,,start_charge,starting to charge at Charger 8 (fid=84),77.72805560308578,,
Car 192,,,,,2,switch,"Charger 2 (fid=15) not available, trying Charger 10 (fid=4)",77.82736593079323,10,
Car 230,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),78.64861219102328,,
Car 167,,,,55,,arrived,arrived,80.0,,
