car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 86,,,,21,,arrived,arrived,3.0,,
Car 86,,21,21,,,start_charge,starting to charge at Charger 21 (fid=21),3.0,,
Car 110,,,,54,,arrived,arrived,10.0,,
Car 110,,67,28,,,start_charge,starting to charge at Charger 28 (fid=67),10.0,,
Car 157,,,,4,,arrived,arrived,14.0,,
Car 157,,81,7,,,start_charge,starting to charge at Charger 7 (fid=81),14.0,,
Car 36,,,,89,,arrived,arrived,23.0,,
Car 36,,91,27,,,start_charge,starting to charge at Charger 27 (fid=91),23.0,,
Car 41,,,,66,,arrived,arrived,45.0,,
Car 41,,78,5,,,start_charge,starting to charge at Charger 5 (fid=78),45.0,,
Car 139,,,,31,,arrived,arrived,47.0,,
Car 139,,30,15,,,start_charge,starting to charge at Charger 15 (fid=30),47.0,,
Car 47,,,,116,,arrived,arrived,55.0,,
Car 47,,25,16,,,start_charge,starting to charge at Charger 16 (fid=25),55.0,,
Car 145,,,,54,,arrived,arrived,56.0,,
Car 145,,,,,28,switch,"Charger 28 (fid=67) not available, trying Charger 14 (fid=71)",57.0,14,
Car 145,,71,14,,,start_charge,starting to charge at Charger 14 (fid=71),59.842083705315,,
Car 200,,,,67,,arrived,arrived,61.0,,
Car 200,,,,,28,switch,"Charger 28 (fid=67) not available, trying Charger 14 (fid=71)",62.0,14,
Car 200,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 15 (fid=30)",65.842083705315,15,
Car 66,,,,83,,arrived,arrived,66.0,,
Car 66,,117,19,,,start_charge,starting to charge at Charger 19 (fid=117),66.0,,
Car 200,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",67.7789858829052,0,
Car 200,,31,0,,,start_charge,starting to charge at Charger 0 (fid=31),68.08000618667097,,
Car 70,,,,27,,arrived,arrived,71.0,,
Car 70,,27,18,,,start_charge,starting to charge at Charger 18 (fid=27),71.0,,
Car 63,,,,29,,arrived,arrived,72.0,,
Car 63,,34,10,,,start_charge,starting to charge at Charger 10 (fid=34),72.0,,
Car 117,,,,124,,arrived,arrived,74.0,,
Car 117,,20,24,,,start_charge,starting to charge at Charger 24 (fid=20),74.0,,
Car 182,,,,54,,arrived,arrived,86.0,,
Car 182,,,,,28,switch,"Charger 28 (fid=67) not available, trying Charger 14 (fid=71)",87.0,14,
Car 86,86.0,21,21,,,done,done charging,89.0,,25.89714133594584
Car 182,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 15 (fid=30)",90.842083705315,15,
Car 182,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",92.7789858829052,0,
Car 87,,,,14,,arrived,arrived,94.0,,
Car 182,,,,,0,switch,"Charger 0 (fid=31) not available, trying Charger 2 (fid=70)",94.08000618667097,2,
