car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 28,,,,49,,arrived,arrived,1.0,,
Car 28,,49,19,,,start_charge,starting to charge at Charger 19 (fid=49),1.0,,
Car 113,,,,32,,arrived,arrived,6.0,,
Car 113,,31,26,,,start_charge,starting to charge at Charger 26 (fid=31),6.0,,
Car 97,,,,24,,arrived,arrived,14.0,,
Car 97,,48,2,,,start_charge,starting to charge at Charger 2 (fid=48),14.0,,
Car 78,,,,52,,arrived,arrived,17.0,,
Car 78,,1,7,,,start_charge,starting to charge at Charger 7 (fid=1),17.0,,
Car 144,,,,31,,arrived,arrived,24.0,,
Car 144,,44,8,,,start_charge,starting to charge at Charger 8 (fid=44),24.0,,
Car 27,,,,43,,arrived,arrived,37.0,,
Car 27,,43,13,,,start_charge,starting to charge at Charger 13 (fid=43),37.0,,
Car 171,,,,29,,arrived,arrived,39.0,,
Car 171,,35,3,,,start_charge,starting to charge at Charger 3 (fid=35),39.0,,
Car 32,,,,43,,arrived,arrived,52.0,,
Car 32,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",53.0,19,
Car 32,,,,,19,switch,"Charger 19 (fid=49) not available, trying Charger 2 (fid=48)",54.47209914291606,2,
Car 106,,,,21,,arrived,arrived,55.0,,
Car 106,,124,10,,,start_charge,starting to charge at Charger 10 (fid=124),55.0,,
Car 32,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 8 (fid=44)",56.201792176751525,8,
Car 146,,,,7,,arrived,arrived,57.0,,
Car 146,,7,27,,,start_charge,starting to charge at Charger 27 (fid=7),57.0,,
Car 32,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 18 (fid=5)",58.42511123446184,18,
Car 39,,,,6,,arrived,arrived,60.0,,
Car 39,,6,17,,,start_charge,starting to charge at Charger 17 (fid=6),60.0,,
Car 32,,5,18,,,start_charge,starting to charge at Charger 18 (fid=5),61.928963251643495,,
Car 20,,,,13,,arrived,arrived,70.0,,
Car 20,,,,,10,switch,"Charger 10 (fid=124) not available, trying Charger 24 (fid=21)",71.0,24,
Car 20,,21,24,,,start_charge,starting to charge at Charger 24 (fid=21),71.81344472334949,,
Car 70,,,,69,,arrived,arrived,73.0,,
Car 70,,,,,10,switch,"Charger 10 (fid=124) not available, trying Charger 24 (fid=21)",74.0,24,
Car 70,,,,,24,switch,"Charger 24 (fid=21) not available, trying Charger 14 (fid=71)",75.81344472334949,14,
Car 70,,71,14,,,start_charge,starting to charge at Charger 14 (fid=71),77.20417860144816,,
Car 22,,,,82,,arrived,arrived,88.0,,
Car 28,87.0,49,19,,,done,done charging,88.0,,20.056916709042437
Car 22,,90,16,,,start_charge,starting to charge at Charger 16 (fid=90),88.0,,
Car 136,,,,31,,arrived,arrived,101.0,,
Car 136,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 2 (fid=48)",102.0,2,
Car 78,86.0,1,7,,,done,done charging,103.0,,87.08299239735348
Car 136,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 13 (fid=43)",104.22331905771031,13,
Car 136,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",105.71573329833355,19,
Car 136,,49,19,,,start_charge,starting to charge at Charger 19 (fid=49),106.1878324412496,,
Car 18,,,,31,,arrived,arrived,110.0,,
Car 113,104.0,31,26,,,done,done charging,110.0,,28.166978467818026
Car 97,96.0,48,2,,,done,done charging,110.0,,146.37470229315514
Car 171,71.0,35,3,,,done,done charging,110.0,,49.57987344251647
Car 18,,31,26,,,start_charge,starting to charge at Charger 26 (fid=31),110.0,,
Car 32,52.0,5,18,,,done,done charging,113.9289632516435,,249.62132058844878
Car 183,,,,24,,arrived,arrived,116.0,,
Car 183,,48,2,,,start_charge,starting to charge at Charger 2 (fid=48),116.0,,
Car 92,,,,26,,arrived,arrived,118.0,,
Car 202,,,,66,,arrived,arrived,119.0,,
Car 92,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 13 (fid=43)",119.0,13,
Car 202,,78,11,,,start_charge,starting to charge at Charger 11 (fid=78),119.0,,
Car 161,,,,72,,arrived,arrived,120.0,,
Car 92,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",120.49241424062323,19,
Car 161,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 4 (fid=18)",121.0,4,
Car 161,,18,4,,,start_charge,starting to charge at Charger 4 (fid=18),121.83284159581393,,
Car 92,,,,,19,switch,"Charger 19 (fid=49) not available, trying Charger 8 (fid=44)",121.96451338353928,8,
Car 42,,,,51,,arrived,arrived,124.0,,
Car 146,67.0,7,27,,,done,done charging,124.0,,61.257881433004776
Car 42,,60,0,,,start_charge,starting to charge at Charger 0 (fid=60),124.0,,
Car 92,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 18 (fid=5)",124.53947725151376,18,
Car 92,,5,18,,,start_charge,starting to charge at Charger 18 (fid=5),128.04332926869543,,
Car 187,,,,72,,arrived,arrived,130.0,,
Car 63,,,,80,,arrived,arrived,131.0,,
Car 187,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 4 (fid=18)",131.0,4,
Car 63,,15,28,,,start_charge,starting to charge at Charger 28 (fid=15),131.0,,
Car 187,,,,,4,switch,"Charger 4 (fid=18) not available, trying Charger 26 (fid=31)",132.83284159581393,26,
Car 47,,,,47,,arrived,arrived,134.0,,
Car 187,,,,,26,switch,"Charger 26 (fid=31) not available, trying Charger 23 (fid=55)",134.26942615342762,23,
Car 47,,,,,8,switch,"Charger 8 (fid=44) not available, trying Charger 2 (fid=48)",135.0,2,
