car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 164,,,,38,,arrived,,arrived,2.0,,
Car 164,,65,12,,,start_charge,,starting to charge at Charger 12 (fid=65),2.0,,
Car 185,,,,52,,arrived,,arrived,6.0,,
Car 185,,7,4,,,start_charge,,starting to charge at Charger 4 (fid=7),6.0,,
Car 161,,,,30,,arrived,,arrived,7.0,,
Car 161,,28,13,,,start_charge,,starting to charge at Charger 13 (fid=28),7.0,,
Car 41,,,,55,,arrived,,arrived,24.0,,
Car 217,,,,27,,arrived,,arrived,24.0,,
Car 217,,47,9,,,start_charge,,starting to charge at Charger 9 (fid=47),24.0,,
Car 41,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",25.0,1,
Car 41,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),27.46114144582153,,
Car 88,,,,90,,arrived,,arrived,29.0,,
Car 88,,84,3,,,start_charge,,starting to charge at Charger 3 (fid=84),29.0,,
Car 147,,,,3,,arrived,,arrived,31.0,,
Car 147,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",32.0,1,
Car 135,,,,70,,arrived,,arrived,34.0,,
Car 135,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",35.0,7,
Car 147,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",35.461141445821525,7,
Car 135,,69,7,,,start_charge,,starting to charge at Charger 7 (fid=69),35.705208801616806,,
Car 146,,,,124,,arrived,,arrived,37.0,,
Car 147,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 4 (fid=7)",37.16635024743833,4,
Car 146,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",38.0,7,
Car 123,,,,38,,arrived,,arrived,39.0,,
Car 146,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 8 (fid=13)",39.705208801616806,8,
Car 123,,,,,12,switch,,"Charger 12 (fid=65) not available, trying Charger 0 (fid=42)",40.0,0,
Car 146,,13,8,,,start_charge,,starting to charge at Charger 8 (fid=13),42.03145004625072,,
Car 123,,42,0,,,start_charge,,starting to charge at Charger 0 (fid=42),43.447135746784134,,
Car 147,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 3 (fid=84)",44.69991671307664,3,
Car 30,,,,32,,arrived,,arrived,46.0,,
Car 30,,30,6,,,start_charge,,starting to charge at Charger 6 (fid=30),46.0,,
Car 147,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",48.79841887721641,2,
Car 147,,51,2,,,start_charge,,starting to charge at Charger 2 (fid=51),53.60135006889622,,
Car 63,,,,85,,arrived,,arrived,55.0,,
Car 84,,,,17,,arrived,,arrived,56.0,,
Car 63,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 4 (fid=7)",56.0,4,
Car 84,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",57.0,1,
Car 71,,,,118,,arrived,,arrived,59.0,,
Car 226,,,,3,,arrived,,arrived,59.0,,
Car 226,,75,10,,,start_charge,,starting to charge at Charger 10 (fid=75),59.0,,
Car 71,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",60.0,1,
Car 63,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 2 (fid=51)",60.098502164139774,2,
Car 84,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",60.461141445821525,7,
Car 84,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 8 (fid=13)",62.16635024743833,8,
Car 71,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",63.461141445821525,7,
Car 63,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 10 (fid=75)",63.8098546941294,10,
Car 71,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 4 (fid=7)",65.16635024743833,4,
Car 84,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 4 (fid=7)",65.49259149207225,4,
Car 63,,,,,10,switch,,"Charger 10 (fid=75) not available, trying Charger 13 (fid=28)",67.47611645170431,13,
Car 164,68.0,65,12,,,done,,done charging,70.0,,193.7226298173394
Car 71,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 8 (fid=13)",72.69991671307665,8,
Car 84,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 0 (fid=42)",74.55102758769709,0,
Car 63,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",75.30854148710586,1,
Car 88,47.0,84,3,,,done,,done charging,76.0,,98.48625658929825
Car 63,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",78.76968293292738,7,
Car 21,,,,115,,arrived,,arrived,80.0,,
Car 63,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 5 (fid=10)",80.47489173454419,5,
Car 21,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",81.0,7,
Car 71,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 3 (fid=84)",81.75835280870149,3,
Car 21,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 8 (fid=13)",82.7052088016168,8,
Car 84,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 2 (fid=51)",82.76700397837074,2,
Car 185,78.0,7,4,,,done,,done charging,84.0,,129.22513411697693
Car 21,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 13 (fid=28)",86.03145004625071,13,
Car 63,,10,5,,,start_charge,,starting to charge at Charger 5 (fid=10),86.27858287358112,,
Car 175,,,,4,,arrived,,arrived,89.0,,
Car 175,,65,12,,,start_charge,,starting to charge at Charger 12 (fid=65),89.0,,
Car 71,,84,3,,,start_charge,,starting to charge at Charger 3 (fid=84),90.78032465217092,,
Car 21,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 6 (fid=30)",91.02306685974402,6,
Car 84,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 6 (fid=30)",91.04716917634997,6,
Car 217,70.0,47,9,,,done,,done charging,94.0,,93.12920407538058
Car 193,,,,69,,arrived,,arrived,95.0,,
Car 193,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",96.0,7,
Car 21,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 0 (fid=42)",96.81919486729151,0,
Car 193,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 8 (fid=13)",97.7052088016168,8,
Car 21,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 9 (fid=47)",99.43097991613027,9,
Car 231,,,,28,,arrived,,arrived,100.0,,
Car 231,,47,9,,,start_charge,,starting to charge at Charger 9 (fid=47),100.0,,
Car 84,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 5 (fid=10)",100.27929007500278,5,
Car 5,,,,116,,arrived,,arrived,101.0,,
Car 228,,,,31,,arrived,,arrived,101.0,,
Car 193,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 13 (fid=28)",101.03145004625071,13,
Car 41,74.0,20,1,,,done,,done charging,101.46114144582153,,155.21911261108303
Car 21,,,,,9,switch,,"Charger 9 (fid=47) not available, trying Charger 11 (fid=8)",101.58901673550025,11,
Car 5,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",102.0,1,
Car 228,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 0 (fid=42)",102.0,0,
Car 147,49.0,51,2,,,done,,done charging,102.60135006889621,,410.9897094011577
Car 183,,,,70,,arrived,,arrived,103.0,,
Car 183,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),103.0,,
Car 228,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 9 (fid=47)",104.61178504883875,9,
Car 5,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",105.46114144582153,7,
Car 193,,,,,13,switch,,"Charger 13 (fid=28) not available, trying Charger 6 (fid=30)",106.02306685974402,6,
Car 228,,,,,9,switch,,"Charger 9 (fid=47) not available, trying Charger 8 (fid=13)",106.76982186820874,8,
Car 21,,8,11,,,start_charge,,starting to charge at Charger 11 (fid=8),107.0704112696689,,
Car 5,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 8 (fid=13)",107.16635024743833,8,
Car 84,,,,,5,switch,,"Charger 5 (fid=10) not available, trying Charger 3 (fid=84)",107.59159751543783,3,
Car 161,102.0,28,13,,,done,,done charging,109.0,,85.56505380271878
Car 5,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 6 (fid=30)",110.49259149207225,6,
Car 228,,,,,8,switch,,"Charger 8 (fid=13) not available, trying Charger 1 (fid=20)",110.88948337501134,1,
Car 193,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 0 (fid=42)",111.81919486729151,0,
Car 5,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 0 (fid=42)",113.59703421589033,0,
