car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 31,,,,49,,arrived,,arrived,1.0,,
Car 31,,43,14,,,start_charge,,starting to charge at Charger 14 (fid=43),1.0,,
Car 116,,,,32,,arrived,,arrived,6.0,,
Car 116,,18,4,,,start_charge,,starting to charge at Charger 4 (fid=18),6.0,,
Car 100,,,,24,,arrived,,arrived,14.0,,
Car 100,,48,2,,,start_charge,,starting to charge at Charger 2 (fid=48),14.0,,
Car 81,,,,52,,arrived,,arrived,17.0,,
Car 81,,1,8,,,start_charge,,starting to charge at Charger 8 (fid=1),17.0,,
Car 229,,,,54,,arrived,,arrived,18.0,,
Car 229,,,,,4,switch,,"Charger 4 (fid=18) not available, trying Charger 15 (fid=71)",19.0,15,
Car 229,,71,15,,,start_charge,,starting to charge at Charger 15 (fid=71),19.83284159581393,,
Car 147,,,,31,,arrived,,arrived,24.0,,
Car 147,,44,9,,,start_charge,,starting to charge at Charger 9 (fid=44),24.0,,
Car 30,,,,43,,arrived,,arrived,37.0,,
Car 30,,,,,14,switch,,"Charger 14 (fid=43) not available, trying Charger 2 (fid=48)",38.0,2,
Car 174,,,,29,,arrived,,arrived,39.0,,
Car 174,,35,3,,,start_charge,,starting to charge at Charger 3 (fid=35),39.0,,
Car 30,,,,,2,switch,,"Charger 2 (fid=48) not available, trying Charger 9 (fid=44)",39.49241424062323,9,
Car 30,,,,,9,switch,,"Charger 9 (fid=44) not available, trying Charger 10 (fid=65)",41.71573329833355,10,
Car 30,,65,10,,,start_charge,,starting to charge at Charger 10 (fid=65),46.09152957147325,,
Car 35,,,,43,,arrived,,arrived,52.0,,
Car 35,,,,,14,switch,,"Charger 14 (fid=43) not available, trying Charger 2 (fid=48)",53.0,2,
Car 35,,,,,2,switch,,"Charger 2 (fid=48) not available, trying Charger 9 (fid=44)",54.49241424062323,9,
Car 109,,,,21,,arrived,,arrived,55.0,,
Car 109,,124,11,,,start_charge,,starting to charge at Charger 11 (fid=124),55.0,,
Car 35,,,,,9,switch,,"Charger 9 (fid=44) not available, trying Charger 10 (fid=65)",56.71573329833355,10,
Car 149,,,,7,,arrived,,arrived,57.0,,
Car 149,,,,,8,switch,,"Charger 8 (fid=1) not available, trying Charger 16 (fid=90)",58.0,16,
Car 42,,,,6,,arrived,,arrived,60.0,,
Car 42,,6,17,,,start_charge,,starting to charge at Charger 17 (fid=6),60.0,,
Car 149,,90,16,,,start_charge,,starting to charge at Charger 16 (fid=90),60.77343567236125,,
Car 35,,,,,10,switch,,"Charger 10 (fid=65) not available, trying Charger 11 (fid=124)",62.09152957147325,11,
Car 35,,,,,11,switch,,"Charger 11 (fid=124) not available, trying Charger 6 (fid=115)",68.85207487208686,6,
Car 35,,115,6,,,start_charge,,starting to charge at Charger 6 (fid=115),69.68713103332644,,
Car 23,,,,13,,arrived,,arrived,70.0,,
