car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 62,,,,77,,arrived,arrived,2.0,,,
Car 62,,77,5,,,start_charge,starting to charge at Charger 5 (fid=77),2.0,,0.0,
Car 356,,,,78,,arrived,arrived,5.0,,,
Car 356,,10,9,,,start_charge,starting to charge at Charger 9 (fid=10),5.0,,0.0,
Car 183,,,,62,,arrived,arrived,7.0,,,
Car 183,,77,5,,,start_charge,starting to charge at Charger 5 (fid=77),7.0,,0.0,
Car 285,,,,37,,arrived,arrived,8.0,,,
Car 285,,10,9,,,start_charge,starting to charge at Charger 9 (fid=10),8.0,,0.0,
Car 320,,,,73,,arrived,arrived,11.0,,,
Car 493,,,,27,,arrived,arrived,11.0,,,
Car 320,,10,9,,,start_charge,starting to charge at Charger 9 (fid=10),11.0,,0.0,
Car 493,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),11.0,,0.0,
Car 79,,,,77,,arrived,arrived,13.0,,,
Car 79,,77,5,,,start_charge,starting to charge at Charger 5 (fid=77),13.0,,0.0,
Car 69,,,,56,,arrived,arrived,21.0,,,
Car 69,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),21.0,,0.0,
Car 145,,,,81,,arrived,arrived,23.0,,,
Car 145,,3,7,,,start_charge,starting to charge at Charger 7 (fid=3),23.0,,0.0,
Car 19,,,,15,,arrived,arrived,24.0,,,
Car 19,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),24.0,,0.0,
Car 237,,,,62,,arrived,arrived,25.0,,,
Car 237,,77,5,,,start_charge,starting to charge at Charger 5 (fid=77),25.0,,0.0,
Car 161,,,,5,,arrived,arrived,30.0,,,
Car 364,,,,66,,arrived,arrived,30.0,,,
Car 161,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),30.0,,0.0,
Car 364,,66,8,,,start_charge,starting to charge at Charger 8 (fid=66),30.0,,0.0,
Car 221,,,,5,,arrived,arrived,45.0,,,
Car 221,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),45.0,,0.0,
Car 109,,,,83,,arrived,arrived,49.0,,,
Car 109,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),49.0,,0.0,
Car 193,,,,90,,arrived,arrived,52.0,,,
Car 62,50.0,77,5,,,done,done charging,52.0,,,0.0
Car 193,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),52.0,,0.0,
Car 183,47.0,77,5,,,done,done charging,54.0,,,89.40588072381003
Car 490,,,,85,,arrived,arrived,56.0,,,
Car 28,,,,80,,arrived,arrived,59.0,,,
Car 285,51.0,10,9,,,done,done charging,59.0,,,130.6806020264872
Car 28,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),59.0,,0.0,
Car 490,,,,,1,switch,"Charger 1 (fid=7) not available, trying Charger 7 (fid=3)",61.0,7,,
