car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 223,,,,29,,arrived,arrived,0.0,,
Car 223,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),0.0,,
Car 215,,,,5,,arrived,arrived,3.0,,
Car 215,,63,7,,,start_charge,starting to charge at Charger 7 (fid=63),3.0,,
Car 248,,,,40,,arrived,arrived,13.0,,
Car 248,,40,26,,,start_charge,starting to charge at Charger 26 (fid=40),13.0,,
Car 185,,,,33,,arrived,arrived,14.0,,
Car 185,,,,,5,switch,"Charger 5 (fid=34) not available, trying Charger 21 (fid=33)",15.0,21,
Car 185,,33,21,,,start_charge,starting to charge at Charger 21 (fid=33),15.31675190608976,,
Car 93,,,,15,,arrived,arrived,18.0,,
Car 128,,,,38,,arrived,arrived,19.0,,
Car 93,,,,,5,switch,"Charger 5 (fid=34) not available, trying Charger 21 (fid=33)",19.0,21,
Car 128,,46,12,,,start_charge,starting to charge at Charger 12 (fid=46),19.0,,
Car 246,,,,17,,arrived,arrived,20.0,,
Car 246,,17,27,,,start_charge,starting to charge at Charger 27 (fid=17),20.0,,
Car 93,,,,,21,switch,"Charger 21 (fid=33) not available, trying Charger 20 (fid=80)",20.31675190608976,20,
Car 93,,80,20,,,start_charge,starting to charge at Charger 20 (fid=80),21.272576589666787,,
Car 4,,,,10,,arrived,arrived,28.0,,
Car 4,,10,28,,,start_charge,starting to charge at Charger 28 (fid=10),28.0,,
Car 223,50.0,34,5,,,done,done charging,50.0,,51.06657532665533
Car 245,,,,40,,arrived,arrived,52.0,,
Car 245,,,,,26,switch,"Charger 26 (fid=40) not available, trying Charger 1 (fid=50)",53.0,1,
Car 245,,50,1,,,start_charge,starting to charge at Charger 1 (fid=50),53.6645804804877,,
Car 177,,,,89,,arrived,arrived,62.0,,
Car 177,,91,23,,,start_charge,starting to charge at Charger 23 (fid=91),62.0,,
Car 66,,,,45,,arrived,arrived,64.0,,
Car 66,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),64.0,,
Car 156,,,,66,,arrived,arrived,66.0,,
Car 156,,66,6,,,start_charge,starting to charge at Charger 6 (fid=66),66.0,,
Car 185,60.0,33,21,,,done,done charging,75.31675190608976,,30.936974193694024
Car 165,,,,88,,arrived,arrived,78.0,,
Car 71,,,,56,,arrived,arrived,79.0,,
Car 165,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 8 (fid=52)",79.0,8,
Car 71,,54,3,,,start_charge,starting to charge at Charger 3 (fid=54),79.0,,
Car 133,,,,8,,arrived,arrived,80.0,,
Car 133,,,,,28,switch,"Charger 28 (fid=10) not available, trying Charger 15 (fid=65)",81.0,15,
Car 165,,52,8,,,start_charge,starting to charge at Charger 8 (fid=52),82.47414337563565,,
Car 134,,,,34,,arrived,arrived,83.0,,
Car 134,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),83.0,,
Car 133,,65,15,,,start_charge,starting to charge at Charger 15 (fid=65),83.30084658172301,,
Car 96,,,,31,,arrived,arrived,84.0,,
Car 96,,18,16,,,start_charge,starting to charge at Charger 16 (fid=18),84.0,,
Car 215,82.0,63,7,,,done,done charging,85.0,,147.5267119028507
Car 86,,,,5,,arrived,arrived,86.0,,
Car 86,,,,,23,switch,"Charger 23 (fid=91) not available, trying Charger 13 (fid=75)",87.0,13,
Car 168,,,,27,,arrived,arrived,91.0,,
Car 168,,33,0,,,start_charge,starting to charge at Charger 0 (fid=33),91.0,,
Car 86,,75,13,,,start_charge,starting to charge at Charger 13 (fid=75),91.81970731609663,,
Car 33,,,,4,,arrived,arrived,92.0,,
Car 128,73.0,46,12,,,done,done charging,92.0,,114.00280394941964
Car 33,,63,7,,,start_charge,starting to charge at Charger 7 (fid=63),92.0,,
Car 57,,,,61,,arrived,arrived,93.0,,
Car 57,,39,10,,,start_charge,starting to charge at Charger 10 (fid=39),93.0,,
Car 93,82.0,80,20,,,done,done charging,103.27257658966678,,73.5081166469235
