car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 169,,,,52,,arrived,,arrived,2.0,,,
Car 169,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),2.0,,0.0,
Car 108,,,,4,,arrived,,arrived,3.0,,,
Car 108,,4,7,,,start_charge,,starting to charge at Charger 7 (fid=4),3.0,,0.0,
Car 177,,,,51,,arrived,,arrived,4.0,,,
Car 177,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),4.0,,0.0,
Car 307,,,,58,,arrived,,arrived,11.0,,,
Car 307,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),11.0,,0.0,
Car 219,,,,117,,arrived,,arrived,13.0,,,
Car 219,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),13.0,,0.0,
Car 68,,,,2,,arrived,,arrived,16.0,,,
Car 68,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),16.0,,0.0,
Car 182,,,,18,,arrived,,arrived,20.0,,,
Car 393,,,,31,,arrived,,arrived,20.0,,,
Car 182,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),20.0,,0.0,
Car 393,,30,6,,,start_charge,,starting to charge at Charger 6 (fid=30),20.0,,0.0,
Car 294,,,,76,,arrived,,arrived,21.0,,,
Car 294,,87,5,,,start_charge,,starting to charge at Charger 5 (fid=87),21.0,,0.0,
Car 38,,,,50,,arrived,,arrived,24.0,,,
Car 494,,,,18,,arrived,,arrived,24.0,,,
Car 38,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),24.0,,0.0,
Car 494,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),24.0,,0.0,
Car 281,,,,4,,arrived,,arrived,25.0,,,
Car 281,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),25.0,,0.0,
Car 318,,,,34,,arrived,,arrived,29.0,,,
Car 318,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),29.0,,0.0,
Car 20,,,,9,,arrived,,arrived,32.0,,,
Car 20,,4,7,,,start_charge,,starting to charge at Charger 7 (fid=4),32.0,,0.0,
