car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 77,,,,39,,arrived,arrived,1.0,,
Car 77,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),1.0,,
Car 245,,,,4,,arrived,arrived,2.0,,
Car 245,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),2.0,,
Car 189,,,,52,,arrived,arrived,12.0,,
Car 189,,7,15,,,start_charge,starting to charge at Charger 15 (fid=7),12.0,,
Car 137,,,,49,,arrived,arrived,20.0,,
Car 137,,49,21,,,start_charge,starting to charge at Charger 21 (fid=49),20.0,,
Car 54,,,,54,,arrived,arrived,23.0,,
Car 54,,14,23,,,start_charge,starting to charge at Charger 23 (fid=14),23.0,,
Car 208,,,,28,,arrived,arrived,25.0,,
Car 235,,,,18,,arrived,arrived,25.0,,
Car 208,,26,4,,,start_charge,starting to charge at Charger 4 (fid=26),25.0,,
Car 235,,,,,23,switch,"Charger 23 (fid=14) not available, trying Charger 13 (fid=32)",26.0,13,
Car 235,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),26.49908442545218,,
Car 106,,,,85,,arrived,arrived,33.0,,
Car 106,,89,5,,,start_charge,starting to charge at Charger 5 (fid=89),33.0,,
Car 109,,,,52,,arrived,arrived,54.0,,
Car 109,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 10 (fid=4)",55.0,10,
Car 67,,,,22,,arrived,arrived,56.0,,
Car 67,,68,9,,,start_charge,starting to charge at Charger 9 (fid=68),56.0,,
Car 230,,,,4,,arrived,arrived,57.0,,
Car 230,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 11 (fid=60)",58.0,11,
Car 109,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 5 (fid=89)",58.8420368669751,5,
Car 153,,,,61,,arrived,arrived,60.0,,
Car 230,,60,11,,,start_charge,starting to charge at Charger 11 (fid=60),60.16952414762311,,
Car 153,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",61.0,11,
Car 153,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",64.2064845112889,2,
Car 109,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 11 (fid=60)",64.65284814037093,11,
Car 165,,,,21,,arrived,arrived,67.0,,
Car 191,,,,61,,arrived,arrived,68.0,,
Car 165,,,,,9,switch,"Charger 9 (fid=68) not available, trying Charger 16 (fid=21)",68.0,16,
Car 165,,21,16,,,start_charge,starting to charge at Charger 16 (fid=21),68.70781467871642,,
Car 153,,15,2,,,start_charge,starting to charge at Charger 2 (fid=15),68.82736593079323,,
Car 229,,,,7,,arrived,arrived,69.0,,
Car 191,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",69.0,11,
Car 229,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 5 (fid=89)",70.0,5,
Car 109,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 8 (fid=84)",71.5601012484722,8,
Car 191,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",72.2064845112889,2,
Car 245,71.0,4,10,,,done,done charging,73.0,,46.59203422638995
Car 229,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 10 (fid=4)",73.83780091762745,10,
Car 102,,,,28,,arrived,arrived,75.0,,
Car 102,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),75.0,,
Car 199,,,,33,,arrived,arrived,77.0,,
Car 199,,33,25,,,start_charge,starting to charge at Charger 25 (fid=33),77.0,,
Car 109,,84,8,,,start_charge,starting to charge at Charger 8 (fid=84),77.72805560308578,,
Car 191,,,,,2,switch,"Charger 2 (fid=15) not available, trying Charger 10 (fid=4)",77.82736593079323,10,
Car 229,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),78.64861219102328,,
Car 166,,,,55,,arrived,arrived,80.0,,
Car 166,,,,,23,switch,"Charger 23 (fid=14) not available, trying Charger 22 (fid=70)",81.0,22,
Car 166,,70,22,,,start_charge,starting to charge at Charger 22 (fid=70),81.95283483105528,,
Car 137,62.0,49,21,,,done,done charging,82.0,,20.056916709042437
Car 191,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 17 (fid=15)",83.29531275246214,17,
Car 208,61.0,26,4,,,done,done charging,86.0,,69.27339057819104
Car 191,,15,17,,,start_charge,starting to charge at Charger 17 (fid=15),86.09272586094117,,
Car 189,79.0,7,15,,,done,done charging,91.0,,129.22513411697693
Car 77,92.0,61,19,,,done,done charging,93.0,,140.08442071973684
Car 106,60.0,89,5,,,done,done charging,93.0,,110.06822222762213
Car 224,,,,77,,arrived,arrived,96.0,,
Car 224,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 10 (fid=4)",97.0,10,
Car 197,,,,29,,arrived,arrived,98.0,,
Car 217,,,,78,,arrived,arrived,98.0,,
Car 197,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 17 (fid=15)",99.0,17,
Car 217,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 19 (fid=61)",99.0,19,
Car 224,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 15 (fid=7)",100.16952414762311,15,
Car 197,,,,,17,switch,"Charger 17 (fid=15) not available, trying Charger 0 (fid=80)",100.71389934853175,0,
Car 217,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),101.2064845112889,,
Car 197,,80,0,,,start_charge,starting to charge at Charger 0 (fid=80),101.5963497284468,,
Car 224,,7,15,,,start_charge,starting to charge at Charger 15 (fid=7),103.0115610145982,,
Car 154,,,,17,,arrived,arrived,109.0,,
Car 154,,31,14,,,start_charge,starting to charge at Charger 14 (fid=31),109.0,,
Car 140,,,,15,,arrived,arrived,114.0,,
Car 140,,,,,17,switch,"Charger 17 (fid=15) not available, trying Charger 1 (fid=33)",115.0,1,
Car 15,,,,29,,arrived,arrived,116.0,,
Car 235,90.0,32,13,,,done,done charging,116.49908442545218,,38.33833168458126
