car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 42,,,,55,,arrived,,arrived,24.0,,
Car 42,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),24.0,,
Car 89,,,,90,,arrived,,arrived,29.0,,
Car 89,,84,3,,,start_charge,,starting to charge at Charger 3 (fid=84),29.0,,
Car 31,,,,32,,arrived,,arrived,46.0,,
Car 31,,30,6,,,start_charge,,starting to charge at Charger 6 (fid=30),46.0,,
Car 64,,,,85,,arrived,,arrived,55.0,,
Car 85,,,,17,,arrived,,arrived,56.0,,
Car 64,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 4 (fid=7)",56.0,4,
Car 85,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",57.0,7,
Car 85,,69,7,,,start_charge,,starting to charge at Charger 7 (fid=69),57.705208801616806,,
Car 72,,,,118,,arrived,,arrived,59.0,,
Car 64,,7,4,,,start_charge,,starting to charge at Charger 4 (fid=7),59.098502164139774,,
Car 72,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",60.0,7,
Car 72,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 4 (fid=7)",61.705208801616806,4,
Car 72,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 3 (fid=84)",69.23877526725511,3,
Car 72,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",73.33727743139488,2,
Car 89,47.0,84,3,,,done,,done charging,76.0,,98.48625658929825
Car 72,,51,2,,,start_charge,,starting to charge at Charger 2 (fid=51),78.14020862307468,,
Car 22,,,,115,,arrived,,arrived,80.0,,
Car 22,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",81.0,7,
Car 22,,,,,7,switch,,"Charger 7 (fid=69) not available, trying Charger 6 (fid=30)",82.7052088016168,6,
Car 22,,,,,6,switch,,"Charger 6 (fid=30) not available, trying Charger 0 (fid=42)",86.8359612403049,0,
Car 22,,42,0,,,start_charge,,starting to charge at Charger 0 (fid=42),88.44774628914365,,
Car 42,74.0,20,1,,,done,,done charging,98.0,,155.21911261108303
Car 6,,,,116,,arrived,,arrived,101.0,,
Car 6,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),101.0,,
Car 85,61.0,69,7,,,done,,done charging,118.7052088016168,,226.12199686585933
Car 33,,,,24,,arrived,,arrived,120.0,,
Car 33,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 7 (fid=69)",121.0,7,
Car 33,,69,7,,,start_charge,,starting to charge at Charger 7 (fid=69),121.7052088016168,,
Car 5,,,,64,,arrived,,arrived,126.0,,
Car 50,,,,21,,arrived,,arrived,127.0,,
Car 5,,,,,4,switch,,"Charger 4 (fid=7) not available, trying Charger 3 (fid=84)",127.0,3,
