car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 104,,,,37,,arrived,,arrived,1.0,,,
Car 104,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),1.0,,0.0,
Car 93,,,,4,,arrived,,arrived,5.0,,,
Car 93,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),5.0,,0.0,
Car 385,,,,3,,arrived,,arrived,7.0,,,
Car 385,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),7.0,,0.0,
Car 30,,,,46,,arrived,,arrived,11.0,,,
Car 30,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),11.0,,0.0,
Car 172,,,,31,,arrived,,arrived,14.0,,,
Car 172,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),14.0,,0.0,
Car 354,,,,73,,arrived,,arrived,26.0,,,
Car 498,,,,20,,arrived,,arrived,26.0,,,
Car 354,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),26.0,,0.0,
Car 498,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),26.0,,0.0,
Car 145,,,,53,,arrived,,arrived,28.0,,,
Car 145,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),28.0,,0.0,
Car 24,,,,4,,arrived,,arrived,43.0,,,
Car 24,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),43.0,,0.0,
Car 310,,,,57,,arrived,,arrived,48.0,,,
Car 310,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),48.0,,0.0,
Car 392,,,,81,,arrived,,arrived,50.0,,,
Car 409,,,,77,,arrived,,arrived,50.0,,,
Car 392,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),50.0,,0.0,
Car 409,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),50.0,,0.0,
Car 7,,,,74,,arrived,,arrived,55.0,,,
Car 93,50.0,17,2,,,done,,done charging,55.0,,,287.2857446724404
Car 7,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),55.0,,0.0,
Car 350,,,,58,,arrived,,arrived,57.0,,,
Car 350,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),57.0,,0.0,
Car 104,61.0,17,2,,,done,,done charging,62.0,,,186.2728267085428
Car 45,,,,56,,arrived,,arrived,65.0,,,
