car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 103,,,,37,,arrived,,arrived,1.0,,,
Car 103,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),1.0,,0.0,
Car 92,,,,4,,arrived,,arrived,5.0,,,
Car 92,,27,6,,,start_charge,,starting to charge at Charger 6 (fid=27),5.0,,0.0,
Car 384,,,,3,,arrived,,arrived,7.0,,,
Car 384,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),7.0,,0.0,
Car 29,,,,46,,arrived,,arrived,11.0,,,
Car 29,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),11.0,,0.0,
Car 171,,,,31,,arrived,,arrived,14.0,,,
Car 171,,18,7,,,start_charge,,starting to charge at Charger 7 (fid=18),14.0,,0.0,
Car 0,,,,48,,arrived,,arrived,16.0,,,
Car 0,,27,6,,,start_charge,,starting to charge at Charger 6 (fid=27),16.0,,0.0,
Car 353,,,,73,,arrived,,arrived,26.0,,,
Car 497,,,,20,,arrived,,arrived,26.0,,,
Car 353,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),26.0,,0.0,
Car 497,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),26.0,,0.0,
Car 144,,,,53,,arrived,,arrived,28.0,,,
Car 144,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),28.0,,0.0,
Car 23,,,,4,,arrived,,arrived,43.0,,,
Car 23,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),43.0,,0.0,
Car 309,,,,57,,arrived,,arrived,48.0,,,
Car 309,,18,7,,,start_charge,,starting to charge at Charger 7 (fid=18),48.0,,0.0,
Car 391,,,,81,,arrived,,arrived,50.0,,,
Car 408,,,,77,,arrived,,arrived,50.0,,,
Car 391,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),50.0,,0.0,
Car 408,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),50.0,,0.0,
Car 6,,,,74,,arrived,,arrived,55.0,,,
Car 92,50.0,27,6,,,done,,done charging,55.0,,,195.70521729635502
Car 6,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),55.0,,0.0,
Car 349,,,,58,,arrived,,arrived,57.0,,,
Car 349,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),57.0,,0.0,
Car 103,61.0,17,4,,,done,,done charging,62.0,,,144.75845650600084
Car 44,,,,56,,arrived,,arrived,65.0,,,
Car 44,,68,5,,,start_charge,,starting to charge at Charger 5 (fid=68),65.0,,0.0,
Car 91,,,,54,,arrived,,arrived,67.0,,,
Car 192,,,,36,,arrived,,arrived,67.0,,,
Car 91,,18,7,,,start_charge,,starting to charge at Charger 7 (fid=18),67.0,,0.0,
Car 192,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),67.0,,0.0,
Car 157,,,,15,,arrived,,arrived,70.0,,,
Car 384,63.0,1,0,,,done,,done charging,70.0,,,213.34008984951168
Car 157,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),70.0,,0.0,
Car 118,,,,54,,arrived,,arrived,72.0,,,
Car 118,,18,7,,,start_charge,,starting to charge at Charger 7 (fid=18),72.0,,0.0,
Car 17,,,,16,,arrived,,arrived,77.0,,,
Car 17,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),77.0,,0.0,
Car 211,,,,17,,arrived,,arrived,79.0,,,
Car 211,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),79.0,,0.0,
Car 263,,,,37,,arrived,,arrived,81.0,,,
Car 263,,17,4,,,start_charge,,starting to charge at Charger 4 (fid=17),81.0,,0.0,
Car 75,,,,76,,arrived,,arrived,88.0,,,
Car 75,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),88.0,,0.0,
