car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 87,,,,21,,arrived,arrived,3.0,,
Car 87,,21,21,,,start_charge,starting to charge at Charger 21 (fid=21),3.0,,
Car 111,,,,54,,arrived,arrived,10.0,,
Car 111,,71,14,,,start_charge,starting to charge at Charger 14 (fid=71),10.0,,
Car 158,,,,4,,arrived,arrived,14.0,,
Car 158,,81,7,,,start_charge,starting to charge at Charger 7 (fid=81),14.0,,
Car 37,,,,89,,arrived,arrived,23.0,,
Car 37,,76,1,,,start_charge,starting to charge at Charger 1 (fid=76),23.0,,
Car 248,,,,19,,arrived,arrived,39.0,,
Car 248,,20,24,,,start_charge,starting to charge at Charger 24 (fid=20),39.0,,
Car 42,,,,66,,arrived,arrived,45.0,,
Car 234,,,,45,,arrived,arrived,45.0,,
Car 42,,78,5,,,start_charge,starting to charge at Charger 5 (fid=78),45.0,,
Car 234,,17,3,,,start_charge,starting to charge at Charger 3 (fid=17),45.0,,
Car 140,,,,31,,arrived,arrived,47.0,,
Car 223,,,,52,,arrived,arrived,47.0,,
Car 140,,30,15,,,start_charge,starting to charge at Charger 15 (fid=30),47.0,,
Car 223,,2,11,,,start_charge,starting to charge at Charger 11 (fid=2),47.0,,
Car 48,,,,116,,arrived,arrived,55.0,,
Car 48,,25,16,,,start_charge,starting to charge at Charger 16 (fid=25),55.0,,
Car 146,,,,54,,arrived,arrived,56.0,,
Car 146,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 15 (fid=30)",57.0,15,
Car 146,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",58.9369021775902,0,
Car 146,,31,0,,,start_charge,starting to charge at Charger 0 (fid=31),59.23792248135596,,
Car 201,,,,67,,arrived,arrived,61.0,,
Car 201,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 15 (fid=30)",62.0,15,
Car 201,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",63.9369021775902,0,
Car 201,,,,,0,switch,"Charger 0 (fid=31) not available, trying Charger 2 (fid=70)",65.23792248135597,2,
Car 67,,,,83,,arrived,arrived,66.0,,
Car 67,,117,19,,,start_charge,starting to charge at Charger 19 (fid=117),66.0,,
Car 201,,70,2,,,start_charge,starting to charge at Charger 2 (fid=70),66.23789079021007,,
Car 71,,,,27,,arrived,arrived,71.0,,
Car 71,,27,18,,,start_charge,starting to charge at Charger 18 (fid=27),71.0,,
Car 64,,,,29,,arrived,arrived,72.0,,
Car 64,,34,10,,,start_charge,starting to charge at Charger 10 (fid=34),72.0,,
Car 118,,,,124,,arrived,arrived,74.0,,
Car 118,,,,,24,switch,"Charger 24 (fid=20) not available, trying Charger 14 (fid=71)",75.0,14,
Car 118,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 2 (fid=70)",77.33018747032942,2,
Car 118,,,,,2,switch,"Charger 2 (fid=70) not available, trying Charger 16 (fid=25)",78.92537302216718,16,
Car 118,,,,,16,switch,"Charger 16 (fid=25) not available, trying Charger 15 (fid=30)",82.0586174099418,15,
Car 118,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",84.83675415609524,0,
Car 183,,,,54,,arrived,arrived,86.0,,
Car 118,,,,,0,switch,"Charger 0 (fid=31) not available, trying Charger 13 (fid=34)",86.137774459861,13,
Car 118,,34,13,,,start_charge,starting to charge at Charger 13 (fid=34),86.76431384054271,,
Car 183,,,,,14,switch,"Charger 14 (fid=71) not available, trying Charger 15 (fid=30)",87.0,15,
Car 183,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",88.9369021775902,0,
Car 87,86.0,21,21,,,done,done charging,89.0,,25.89714133594584
Car 183,,,,,0,switch,"Charger 0 (fid=31) not available, trying Charger 2 (fid=70)",90.23792248135597,2,
Car 183,,,,,2,switch,"Charger 2 (fid=70) not available, trying Charger 13 (fid=34)",92.23789079021007,13,
Car 88,,,,14,,arrived,arrived,94.0,,
Car 183,,,,,13,switch,"Charger 13 (fid=34) not available, trying Charger 24 (fid=20)",94.54991900276559,24,
Car 248,56.0,20,24,,,done,done charging,95.0,,47.18227729566772
Car 88,,,,,15,switch,"Charger 15 (fid=30) not available, trying Charger 0 (fid=31)",95.0,0,
